Bacia sedimentar,Código do poço (API),Nome do poço (ANP),Tipo de fluido,Profundidade topo (m),Profundidade base (m),Quantidade de amostra,Tipo de container,Volume (L),Data de conclusão do poço,Município/Estado,Depositária
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6676,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6712,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6712,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6712,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6712,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6712,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6712,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6740,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6751,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6780,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6765,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6805,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6807,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6822,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6832,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6841,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6861,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6861,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6869,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6873,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6874,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6891,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
CAMPOS,74281030071.0,1-SHEL-35A-RJS,Fluido de perfuração,-,"6891,00",,Garrafa vidro,1L,Sem data,RIO DE JANEIRO/RJ,SHELL
ALAGOAS TERRA,81150097400.0,1-FPB-2-AL,NAO IDENTIFICADO,"0,00","0,00",1.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR MAR,721010202900.0,1-RNS-71,ÓLEO,"2.600,00","2.809,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000106400.0,1-SE-1-RN,ÓLEO,"1.314,50","1.366,50",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000320100.0,3-AP-12-RN,ÓLEO,"570,50","574,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SERGIPE MAR,901210153300.0,3-CB-1A-SES,NAO IDENTIFICADO,"0,00","0,00",1.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SERGIPE MAR,901210153700.0,3-CB-2-SES,NAO IDENTIFICADO,"0,00","0,00",1.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SERGIPE TERRA,901200074300.0,1-TG-1-SE,NAO IDENTIFICADO,"0,00","0,00",1.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SOLIMÕES,140200059200.0,1-SUC-1-AM,ÓLEO,"0,00","0,00",4.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SOLIMÕES,140200069800.0,1-SMT-2-AM,CONDENSADO,"2.987,00","2.990,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000457800.0,3-REP-10-RN,ÓLEO,"1.180,50","1.182,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400361700.0,3-RCB-3-BA,ÓLEO,"1.795,00","1.956,00",6.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SOLIMÕES,140200064300.0,3-LUC-6-AM,ÁGUA,"2.468,00","21.469,50",1.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SOLIMÕES,140200064300.0,3-LUC-6-AM,ÓLEO,"2.468,00","2.469,50",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR MAR,721010043000.0,7-AG-14D-RNS,ÓLEO,"1.977,00","1.979,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000389900.0,7-AP-179-RN,ÓLEO,"633,50","639,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400579000.0,4-CER-15D-BA,ÓLEO,"1.001,00","1.006,90",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SOLIMÕES,140200059500.0,4-LUC-3-AM,ÓLEO,"2.456,00","2.460,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SOLIMÕES,140200059800.0,4-RUC-10-AM,ÁGUA,"2.507,00","2.508,00",1.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SOLIMÕES,140200059800.0,4-RUC-10-AM,ÓLEO,"2.507,00","2.508,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
ALAGOAS TERRA,81150227800.0,7-CS-14D-AL,NAO IDENTIFICADO,"611,00","614,00",1.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
CEARÁ,300960060300.0,7-EP-2D-CES,ÓLEO,"1.564,00","1.609,50",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
CEARÁ,300960064600.0,7-EP-4D-CES,ÓLEO,"1.508,00","1.647,50",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
CEARÁ,300960423200.0,7-EP-7D-CES,ÓLEO,"1.701,00","1.715,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000349600.0,7-CAM-387-RN,ÓLEO,"667,00","668,50",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000359100.0,7-CJ-23-RN,ÓLEO,"408,50","641,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SERGIPE MAR,901210156500.0,7-CB-8D-SES,CONDENSADO,"2.288,00","2.439,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SERGIPE MAR,901210156900.0,7-CB-9D-SES,CONDENSADO,"2.080,00","2.089,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000200100.0,7-FP-109-RN,ÓLEO,"370,50","375,50",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000418500.0,7-FCN-5-RN,ÓLEO,"678,00","690,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
RECÔNCAVO TERRA,202400460400.0,7-FBM-95-BA,ÓLEO,"0,00","0,00",3.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR MAR,721010273800.0,7-PE-1D-RNS,ÓLEO,"3.584,00","3.627,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000187300.0,7-GMR-26-RN,ÓLEO,"599,00","613,50",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000388000.0,7-MO-73D-RN,ÓLEO,"419,50","428,50",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SERGIPE MAR,901210156200.0,7-GA-25D-SES,ÓLEO,"1.358,00","1.375,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SOLIMÕES,140200070600.0,7-LUC-32HA-AM,ÓLEO,"2.591,00","2.997,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000396500.0,7-REP-6-RN,ÓLEO,"1.223,00","1.235,00",4.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR TERRA,721000501700.0,7-REP-25-RN,ÓLEO,"898,00","1.252,50",4.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SOLIMÕES,140200069900.0,7-RUC-39HP-AM,ÁGUA,"2.630,00","2.765,00",1.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
SOLIMÕES,140200069900.0,7-RUC-39HP-AM,ÓLEO,"2.630,00","2.765,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
CEARÁ,300960051500.0,7-XA-3D-CES,ÓLEO,"2.025,00","2.038,00",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR MAR,721010182300.0,7-UB-83D-RNS,ÓLEO,"2.530,50","2.587,50",2.0,Garrafa Vidro Âmbar,1,,CATU/BA,PETROBRAS
POTIGUAR,30101019309.0,7-CAR-4-CES,ÁGUA,"908,50","908,50",1.0,GARRAFA,"1,00",,RIO DE JANEIRO/RJ,BP
POTIGUAR,30101019309.0,7-CAR-4-CES,ÁGUA,"944,00","944,00",1.0,GARRAFA,"0,80",,RIO DE JANEIRO/RJ,BP
POTIGUAR,30101019309.0,7-CAR-4-CES,ÁGUA,"944,00","944,00",1.0,GARRAFA,"0,90",,RIO DE JANEIRO/RJ,BP
POTIGUAR,30101019309.0,7-CAR-4-CES,ÁGUA,"944,00","944,00",1.0,GARRAFA,"0,80",,RIO DE JANEIRO/RJ,BP
POTIGUAR,30101019309.0,7-CAR-4-CES,ÁGUA,"1006,00","1006,00",1.0,GARRAFA,"0,05",,RIO DE JANEIRO/RJ,BP
CAMPOS,74281025255.0,1-REPF-11A-RJS,Petróleo/Pressurizada TFR,"6139,5",nan,1.0,11916-QA,"0,30",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281025255.0,1-REPF-11A-RJS,Petróleo/Pressurizada TFR,"4839,0",nan,1.0,11680-QA,"0,30",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281027325.0,3-REPF-14-RJS,Petróleo/Pressurizada TFR - Separador,nan,nan,1.0,11048-MA,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281027325.0,3-REPF-14-RJS,Petróleo/Pressurizada TFR - Separador,nan,nan,1.0,17256-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281027325.0,3-REPF-14-RJS,Petróleo/Pressurizada TFR - Separador,nan,nan,1.0,7781-QA,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281027325.0,3-REPF-14-RJS,Gás/Pressurizada TFR - Separador,nan,nan,1.0,A00050,"20,00",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,Petróleo/Pressurizada TFR - Separador,nan,nan,1.0,17261-IB,"0,25",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,Gás/Pressurizada TFR - Separador,nan,nan,1.0,A01555,"20,00",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281028227.0,3-REPF-16D-RJS,Petróleo/Pressurizada TFR,"5938,13",nan,1.0,12045-QA,"0,30",,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316029203.0,1-STAT-10A-SPS,Petróleo/Pressurizada TFR - Separador,nan,nan,1.0,16912-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316029203.0,1-STAT-10A-SPS,Petróleo/Pressurizada TFR - Separador,nan,nan,1.0,16903-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316029203.0,1-STAT-10A-SPS,Petróleo/Pressurizada TFR - Separador,nan,nan,1.0,6294-MA,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316029203.0,1-STAT-10A-SPS,Petróleo/Pressurizada TFR - Separador,nan,nan,1.0,16906-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281026021.0,7-PRG-72HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,20767-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281026021.0,7-PRG-72HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,18135-QA,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281026021.0,7-PRG-72HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,20777-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029845.0,7-PRG-70H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,21005-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029845.0,7-PRG-70H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,22373-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029486.0,7-PRG-81H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,22838-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029486.0,7-PRG-81H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,20721-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029486.0,7-PRG-81H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,32822-IB,"0,60",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029749.0,7-PRG-72HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,20767-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029749.0,7-PRG-72HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,18135-QA,"0,40",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029749.0,7-PRG-72HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,20777-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029790.0,7-PRG-73HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,32824-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029790.0,7-PRG-73HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,22826-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029790.0,7-PRG-73HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,32830-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029548.0,7-PRG-70H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,21005-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029548.0,7-PRG-70H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,22373-IB,"0,52",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029656.0,7-PRG-71HPA-RJS	,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,8488-IB,"0,41",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029656.0,7-PRG-71HPA-RJS	,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,15915-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029656.0,7-PRG-71HPA-RJS	,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,17260-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029656.0,7-PRG-71HPA-RJS	,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,24072-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029944.0,7-PRG-82H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,32502-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029944.0,7-PRG-82H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,22452-IB,"0,51",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029944.0,7-PRG-82H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,20214-IB,"0,51",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281030000.0,7-PRG-83H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,22832-IB,"0,34",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281030000.0,7-PRG-83H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,20202-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281030000.0,7-PRG-83H-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,22828-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029908.0,7-PRG-80HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,15749-IB,"0,51",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029908.0,7-PRG-80HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,17471-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
CAMPOS,74281029908.0,7-PRG-80HP-RJS,Petróleo/Pressurizada TFR - Wellhead,nan,nan,1.0,28639-IB,"0,54",,RIO DE JANEIRO/RJ,EQUINOR
SANTOS,86316021358.0,1-CHEV-2-SPS,Lama de Perfuração,"3350,00","4200,00",5.0,Garrafa Plástica,10 L,,SÃO GONÇALO/RJ,PETRORIO
